Chord; Position; Fingering; Max Fingers Required; Number of Barres; Fret Range; Highest Ring Finger; Highest Pinky Finger
B#7b5; ['x', 'x', '10', '11', '11', '12']; ['0', '0', '1', '2', '3', '4']; 2; 0; 2; 2; 1
B#7b5; ['x', '3', '4', '3', '5', '6']; ['0', '1', '2', '1', '3', '4']; 1; 1; 3; 2; 1
B#m9b5; ['8', '9', '8', '8', '11', '10']; ['1', '2', '1', '1', '4', '3']; 1; 1; 3; 1; 2
B#+7b9; ['x', '3', '2', '3', '2', '4']; ['0', '2', '1', '3', '1', '4']; 2; 1; 2; 3; 1
B#+7b9; ['8', 'x', '8', '9', '9', '9']; ['1', '0', '2', '3', '3', '3']; 2; 1; 1; 3; 0
B#+7#9; ['x', '3', '2', '3', '4', '4']; ['0', '2', '1', '3', '4', '4']; 2; 1; 2; 3; 2
B#+7#9; ['8', 'x', '8', '9', '9', '11']; ['1', '0', '2', '3', '3', '4']; 2; 1; 3; 3; 1
C#; ['x', '4', '6', '6', '6', '4']; ['0', '1', '3', '3', '3', '1']; 1; 2; 2; 4; 0
C#; ['x', '4', '6', '6', '6', '4']; ['0', '1', '2', '3', '4', '1']; 3; 1; 2; 3; 2
C#; ['9', '11', '11', '10', '9', '9']; ['1', '3', '4', '2', '1', '1']; 2; 1; 2; 5; 4
C#; ['x', '4', '3', '1', '2', '1']; ['0', None, None, None, None, None]; 1; 0; 3; 0; 0
C#; ['x', 'x', '11', '13', '12', '13']; ['0', '0', None, None, None, None]; 1; 0; 2; 0; 0
C#; ['9', '8', '6', '6', '6', '9']; ['3', '2', '1', '1', '1', '4']; 2; 1; 3; 6; 1
C#; ['x', 'x', '11', '13', '14', '13']; ['0', '0', '1', '2', '4', '3']; 2; 0; 3; 1; 2
C#m; ['x', '4', '6', '6', '5', '4']; ['0', '1', '3', '4', '2', '1']; 2; 1; 2; 4; 3
C#m; ['9', '11', '11', '9', '9', '9']; ['1', '3', '4', '1', '1', '1']; 2; 1; 2; 5; 4
C#m; ['x', 'x', '11', '9', '9', '9']; ['0', '0', '3', '1', '1', '1']; 1; 1; 2; 4; 0
C#m; ['x', 'x', '11', '13', '14', '12']; ['0', '0', '1', '3', '4', '2']; 1; 0; 3; 3; 2
C#5; ['x', '4', '6', '6', 'x', 'x']; ['0', '1', '3', '4', '0', '0']; 2; 0; 2; 4; 3
C#5; ['x', '4', '6', '6', 'x', 'x']; ['0', '1', '2', '3', '0', '0']; 2; 0; 2; 3; 0
C#5; ['x', '4', '6', '6', 'x', 'x']; ['0', '1', '4', '4', '0', '0']; 1; 1; 2; 0; 4
C#5; ['x', '4', '6', '6', 'x', 'x']; ['0', '1', '3', '3', '0', '0']; 1; 1; 2; 4; 0
C#5; ['9', '11', '11', 'x', 'x', 'x']; ['1', '3', '4', '0', '0', '0']; 2; 0; 2; 5; 4
C#5; ['x', 'x', 'x', '6', '9', '9']; ['0', '0', '0', '1', '4', '4']; 1; 1; 3; 0; 2
C#5; ['x', 'x', '11', '13', '14', 'x']; ['0', '0', '1', '3', '4', '0']; 1; 0; 3; 3; 2
C#sus2; ['x', '4', '6', '6', '4', '4']; ['0', '1', '3', '4', '1', '1']; 2; 1; 2; 4; 3
C#sus2; ['x', '4', '1', '1', '2', '4']; ['0', None, None, None, None, None]; 1; 0; 3; 0; 0
C#sus2; ['x', '4', '6', '8', 'x', 'x']; ['0', '1', '3', '4', '0', '0']; 1; 0; 4; 4; 3
C#sus2; ['x', 'x', '11', '8', '9', '11']; ['0', '0', '3', '1', '2', '4']; 2; 0; 3; 4; 1
C#sus2; ['x', 'x', '11', '13', '14', '11']; ['0', '0', '1', '3', '4', '1']; 1; 1; 3; 3; 2
C#sus4; ['x', '4', '6', '6', '7', '4']; ['0', '1', '2', '3', '4', '1']; 2; 1; 3; 3; 2
C#sus4; ['9', '11', '11', '11', '9', '9']; ['1', '2', '3', '4', '1', '1']; 3; 1; 2; 4; 3
C#sus4; ['x', '4', '4', '1', '2', 'x']; ['0', None, None, None, None, '0']; 1; 0; 3; 0; 0
C#sus4; ['x', 'x', '11', '13', '14', '14']; ['0', '0', '1', '3', '4', '4']; 1; 1; 3; 3; 2
C#sus4; ['x', 'x', '11', '11', '9', '9']; ['0', '0', '3', '4', '1', '1']; 2; 1; 2; 4; 3
C#+; ['x', '4', '3', '2', '2', 'x']; ['0', '4', '3', '1', '2', '0']; 2; 0; 2; 4; 5
C#+; ['x', 'x', '11', '10', '10', '9']; ['0', '0', '4', '2', '3', '1']; 2; 0; 2; 2; 4
C#+; ['9', '8', '7', '6', 'x', 'x']; ['4', '3', '2', '1', '0', '0']; 1; 0; 3; 5; 6
C#+; ['9', '12', '11', '10', 'x', 'x']; ['1', '4', '3', '2', '0', '0']; 1; 0; 3; 4; 5
C#+; ['x', '4', 'x', '6', '6', '5']; ['0', '1', '0', '3', '4', '2']; 2; 0; 2; 3; 2
C#°; ['x', '4', '5', '6', '5', 'x']; ['0', '1', '2', '4', '3', '0']; 2; 0; 2; 2; 3
C#°; ['9', 'x', '11', '9', '8', 'x']; ['2', '0', '4', '3', '1', '0']; 2; 0; 3; 3; 4
C#°; ['9', '10', '11', '9', 'x', 'x']; ['1', '3', '4', '2', '0', '0']; 2; 0; 2; 5; 4
C#7; ['x', '4', '6', '4', '6', '4']; ['0', '1', '3', '1', '4', '1']; 2; 1; 2; 4; 2
C#7; ['9', '11', '9', '10', '9', '9']; ['1', '3', '1', '2', '1', '1']; 1; 1; 2; 5; 0
C#7; ['9', 'x', '9', '10', '9', 'x']; ['1', '0', '2', '4', '3', '0']; 3; 0; 1; 2; 3
C#7; ['x', '4', '3', '4', '2', 'x']; ['0', '3', '2', '4', '1', '0']; 2; 0; 2; 5; 3
C#7; ['x', 'x', '11', '13', '12', '13']; ['0', '0', '1', '3', '2', '4']; 2; 0; 2; 3; 1
C#7sus4; ['x', '4', '4', '4', '2', '2']; ['0', '2', '3', '4', '1', '1']; 3; 1; 2; 4; 3
C#7sus4; ['9', '11', '9', '11', '9', '9']; ['1', '2', '1', '3', '1', '1']; 2; 1; 2; 3; 0
C#7sus4; ['9', '11', '9', '11', '9', '9']; ['1', '3', '1', '4', '1', '1']; 2; 1; 2; 5; 3
C#7sus4; ['x', '4', '6', '4', '7', '4']; ['0', '1', '3', '1', '4', '1']; 1; 1; 3; 4; 2
C#7sus4; ['x', 'x', '11', '13', '12', '14']; ['0', '0', '1', '3', '2', '4']; 1; 0; 3; 3; 1
C#m7; ['x', '4', '6', '4', '5', '4']; ['0', '1', '3', '1', '2', '1']; 1; 1; 2; 4; 0
C#m7; ['x', '4', '6', '4', '5', '4']; ['0', '1', '4', '1', '2', '1']; 1; 1; 2; 0; 4
C#m7; ['9', '11', '11', '9', '12', '9']; ['1', '2', '3', '1', '4', '1']; 2; 1; 3; 4; 2
C#m7; ['9', 'x', '9', '9', '9', 'x']; ['1', '0', '2', '3', '4', '0']; 4; 0; 0; 3; 2
C#m7; ['9', 'x', '9', '9', '9', 'x']; ['1', '0', '3', '3', '3', '0']; 2; 1; 0; 4; 0
C#m7; ['9', 'x', '9', '9', '9', 'x']; ['2', '0', '3', '3', '3', '0']; 2; 1; 0; 4; 0
C#m7; ['x', '4', '2', '4', '5', 'x']; ['0', '2', '1', '3', '4', '0']; 2; 0; 3; 3; 2
C#m7; ['9', '11', '9', '9', '9', '9']; ['1', '3', '1', '1', '1', '1']; 1; 1; 2; 5; 0
C#m7; ['x', '4', '2', '4', '2', 'x']; ['0', '3', '1', '4', '1', '0']; 2; 1; 2; 5; 3
C#m7; ['x', 'x', '11', '13', '12', '12']; ['0', '0', '1', '4', '2', '3']; 2; 0; 2; 1; 3
C#Maj7; ['x', '4', '6', '5', '6', '4']; ['0', '1', '3', '2', '4', '1']; 2; 1; 2; 4; 2
C#Maj7; ['x', 'x', '11', '10', '9', '8']; ['0', '0', '4', '3', '2', '1']; 1; 0; 3; 3; 4
C#Maj7; ['x', 'x', '11', '13', '13', '13']; ['0', '0', '1', '3', '3', '3']; 1; 1; 2; 3; 0
C#Maj7; ['x', '4', '3', '1', '1', 'x']; ['0', None, None, None, None, '0']; 1; 0; 3; 0; 0
C#Maj7; ['9', 'x', '10', '10', '9', 'x']; ['1', '0', '3', '4', '2', '0']; 2; 0; 1; 4; 3
C#Maj7; ['9', '11', '10', '10', '9', '9']; ['1', '4', '2', '3', '1', '1']; 2; 1; 2; 3; 5
C#m7b5; ['x', '4', '5', '4', '5', 'x']; ['0', '1', '3', '2', '4', '0']; 2; 0; 1; 4; 2
C#m7b5; ['9', 'x', '9', '9', '8', 'x']; ['2', '0', '3', '4', '1', '0']; 3; 0; 1; 4; 3
C#m7b5; ['9', '10', '11', '12', '12', '12']; ['1', '2', '3', '4', '4', '4']; 1; 1; 3; 4; 3
C#m7b5; ['x', 'x', '11', '12', '12', '12']; ['0', '0', '1', '2', '3', '4']; 3; 0; 1; 2; 1
C#m7b5; ['x', '4', 'x', '4', '5', '3']; ['0', '2', '0', '3', '4', '1']; 2; 0; 2; 3; 2
C#m7b5; ['9', '10', '9', '9', '12', '9']; ['1', '2', '1', '1', '4', '1']; 1; 1; 3; 0; 2
C#°7; ['x', '4', '5', '3', '5', 'x']; ['0', '2', '3', '1', '4', '0']; 2; 0; 2; 4; 2
C#°7; ['9', '10', '8', '9', 'x', 'x']; [None, None, None, None, '0', '0']; 1; 0; 2; 0; 0
C#°7; ['9', 'x', '8', '9', '8', 'x']; ['3', '0', '1', '4', '2', '0']; 2; 0; 1; 6; 3
C#°7; ['x', 'x', '11', '12', '11', '12']; ['0', '0', '1', '3', '2', '4']; 2; 0; 1; 3; 1
C#°7; ['x', 'x', '11', '12', '11', '12']; ['0', '0', '1', '2', '1', '3']; 2; 1; 1; 1; 0
C#+7; ['x', '4', '7', '4', '6', '5']; ['0', '1', '4', '1', '3', '2']; 1; 1; 3; 2; 4
C#+7; ['9', 'x', '9', '10', '10', 'x']; ['1', '0', '2', '3', '4', '0']; 2; 0; 1; 3; 2
C#+7; ['x', 'x', '11', '14', '12', '13']; ['0', '0', '1', '4', '2', '3']; 1; 0; 3; 1; 3
C#+7; ['x', '4', 'x', '4', '6', '5']; ['0', '1', '0', '2', '4', '3']; 2; 0; 2; 1; 2
C#mMaj7; ['x', '4', '6', '5', '5', '4']; ['0', '1', '4', '2', '3', '1']; 2; 1; 2; 2; 4
C#mMaj7; ['9', 'x', '10', '9', '9', 'x']; ['1', '0', '4', '2', '3', '0']; 3; 0; 1; 2; 4
C#mMaj7; ['9', '11', '10', '9', '9', '9']; ['1', '3', '2', '1', '1', '1']; 1; 1; 2; 5; 0
C#mMaj7; ['x', 'x', '11', '13', '13', '12']; ['0', '0', '1', '3', '4', '2']; 2; 0; 2; 3; 2
C#mMaj7; ['x', 'x', '11', '9', '9', '8']; ['0', '0', '4', '2', '3', '1']; 2; 0; 3; 2; 4
C#add9; ['x', '4', '6', '6', '4', '4']; ['0', None, None, None, None, None]; 1; 0; 2; 0; 0
C#add9; ['x', 'x', '11', '10', '9', '11']; ['0', '0', '3', '2', '1', '4']; 2; 0; 2; 4; 1
C#add9; ['x', '4', '1', '1', '2', '1']; ['0', None, None, None, None, None]; 1; 0; 3; 0; 0
C#add9; ['x', '4', '6', '8', '6', '4']; ['0', '1', '2', '4', '3', '1']; 2; 1; 4; 2; 3
C#add9; ['9', 'x', 'x', '10', '9', '11']; ['1', '0', '0', '3', '2', '4']; 2; 0; 2; 3; 1
C#madd9; ['x', 'x', '11', '9', '9', '11']; ['0', '0', '3', '1', '1', '4']; 2; 1; 2; 4; 1
C#6; ['x', '4', '6', '6', '6', '6']; ['0', '1', '2', '3', '4', '4']; 3; 1; 2; 3; 2
C#6; ['0', '0', '11', '10', '11', '9']; ['0', '0', None, None, None, None]; 1; 0; 2; 0; 0
C#6; ['x', 'x', '11', '13', '11', '13']; ['0', '0', '1', '3', '1', '4']; 2; 1; 2; 3; 1
C#6; ['x', 'x', '11', '13', '11', '13']; ['0', '0', '1', '2', '1', '3']; 2; 1; 2; 1; 0
C#6; ['9', 'x', '8', '10', '9', 'x']; ['2', '0', '1', '4', '3', '0']; 2; 0; 2; 2; 3
C#m6; ['x', '4', '2', '3', '2', 'x']; ['0', '4', '1', '3', '2', '0']; 2; 0; 2; 3; 5
C#m6; ['9', '11', '11', '9', '11', '9']; ['1', '2', '3', '1', '4', '1']; 3; 1; 2; 4; 2
C#m6; ['x', 'x', '11', '13', '11', '12']; ['0', '0', '1', '3', '1', '2']; 1; 1; 2; 3; 0
C#m6; ['x', 'x', '11', '13', '11', '12']; ['0', '0', '1', '4', '1', '2']; 1; 1; 2; 0; 3
C#m6; ['x', '4', '6', '3', '5', 'x']; ['0', '2', '4', '1', '3', '0']; 1; 0; 3; 2; 4
C#m6; ['x', '4', '2', '3', '2', '4']; ['0', '3', '1', '2', '1', '4']; 2; 1; 2; 5; 1
C#m6; ['9', 'x', '8', '9', '9', 'x']; ['2', '0', '1', '3', '4', '0']; 3; 0; 1; 3; 2
C#m6; ['x', '4', 'x', '3', '5', '4']; ['0', '2', '0', '1', '4', '3']; 2; 0; 2; 1; 2
C#mb6; ['x', '4', '2', '2', '2', '4']; ['0', '3', '1', '1', '1', '4']; 2; 1; 2; 5; 1
C#mb6; ['9', 'x', '7', '9', '9', 'x']; ['2', '0', '1', '3', '4', '0']; 3; 0; 2; 3; 2
C#9; ['x', '4', '3', '4', '4', 'x']; ['0', None, None, None, None, '0']; 1; 0; 1; 0; 0
C#9; ['9', '11', '9', '10', '9', '11']; ['1', '3', '1', '2', '1', '4']; 2; 1; 2; 5; 1
C#9; ['9', 'x', '9', '8', '9', '9']; [None, '0', None, None, None, None]; 1; 0; 1; 0; 0
C#9; ['x', '4', '3', '4', '4', '4']; ['0', '2', '1', '3', '3', '3']; 2; 1; 1; 3; 0
C#9; ['9', 'x', '9', '8', '6', 'x']; ['3', '0', '4', '2', '1', '0']; 2; 0; 3; 6; 4
C#9; ['x', 'x', '11', '10', '12', '11']; ['0', '0', '2', '1', '4', '3']; 2; 0; 2; 1; 2
C#9; ['9', '8', '9', '8', '9', 'x']; ['2', '1', '3', '1', '4', '0']; 3; 1; 1; 4; 2
C#11; ['x', '4', '4', '4', '4', '4']; ['0', None, None, None, None, None]; 1; 0; 0; 0; 0
C#11; ['9', 'x', '9', '8', '7', '7']; [None, '0', None, None, None, None]; 1; 0; 2; 0; 0
C#11; ['x', '4', '3', '4', '2', '2']; ['0', '3', '2', '4', '1', '1']; 2; 1; 2; 5; 3
C#11; ['x', '4', '4', '4', '6', '4']; ['0', '1', '1', '1', '3', '1']; 1; 1; 2; 2; 0
C#11; ['x', 'x', '11', '11', '12', '13']; ['0', '0', '1', '1', '2', '3']; 1; 1; 2; 1; 0
C#13; ['x', '4', '3', '4', '4', '6']; ['0', '2', '1', '3', '3', '4']; 2; 1; 3; 3; 1
C#13; ['9', 'x', '9', '8', '6', '6']; ['3', '0', '4', '2', '1', '1']; 2; 1; 3; 6; 4
C#13; ['9', 'x', '9', '10', '11', '11']; ['1', '0', '1', '1', '2', '3']; 2; 1; 2; 1; 0
C#13; ['9', '11', '9', '10', '11', '9']; ['1', '3', '1', '2', '4', '1']; 2; 1; 2; 5; 2
C#9sus4; ['x', '4', '4', '4', '4', '4']; ['0', '1', '1', '1', '1', '1']; 1; 1; 0; 0; 0
C#9sus4; ['9', 'x', '9', '8', '7', 'x']; ['3', '0', '4', '2', '1', '0']; 2; 0; 2; 6; 4
C#9sus4; ['9', 'x', '9', '8', '7', '7']; ['3', '0', '4', '2', '1', '1']; 2; 1; 2; 6; 4
C#13sus4; ['x', '4', '4', '4', '4', '6']; ['0', '1', '1', '1', '1', '3']; 1; 1; 2; 1; 0
C#13sus4; ['9', 'x', '9', '11', '11', '11']; ['1', '0', '2', '4', '4', '4']; 2; 1; 2; 0; 3
C#m9; ['x', '4', '2', '4', '4', 'x']; ['0', '2', '1', '3', '4', '0']; 3; 0; 2; 3; 2
C#m9; ['x', '4', '2', '4', '4', 'x']; ['0', '2', '1', '3', '3', '0']; 2; 1; 2; 3; 0
C#m9; ['9', '11', '9', '9', '9', '11']; ['1', '2', '1', '1', '1', '3']; 2; 1; 2; 1; 0
C#m9; ['9', '11', '9', '9', '9', '11']; ['1', '3', '1', '1', '1', '4']; 2; 1; 2; 5; 1
C#m9; ['x', '4', '2', '4', '4', '4']; ['0', '2', '1', '3', '3', '3']; 2; 1; 2; 3; 0
C#m9; ['x', 'x', '11', '9', '12', '11']; ['0', '0', '2', '1', '4', '3']; 2; 0; 3; 1; 2
C#m9; ['9', 'x', '9', '9', '9', '11']; ['2', '0', '3', '3', '3', '4']; 2; 1; 2; 4; 1
C#m11; ['x', '4', '2', '4', '2', '2']; ['0', '3', '1', '4', '1', '1']; 2; 1; 2; 5; 3
C#m11; ['x', '4', '4', '4', '5', '4']; ['0', '1', '1', '1', '2', '1']; 1; 1; 1; 0; 0
C#m11; ['9', 'x', '9', '9', '7', 'x']; ['2', '0', '3', '4', '1', '0']; 3; 0; 2; 4; 3
C#m11; ['x', 'x', '11', '11', '12', '12']; ['0', '0', '1', '1', '2', '2']; 1; 2; 1; 0; 0
C#m11; ['x', '4', 'x', '4', '5', '2']; ['0', '2', '0', '3', '4', '1']; 2; 0; 3; 3; 2
C#m13; ['x', '4', 'x', '4', '5', '6']; ['0', '1', '0', '2', '3', '4']; 2; 0; 2; 2; 1
C#m13; ['9', '11', '9', '9', '11', '9']; ['1', '3', '1', '1', '4', '1']; 2; 1; 2; 5; 2
C#m13; ['9', 'x', '9', '9', '11', '11']; ['2', '0', '3', '3', '4', '4']; 2; 2; 2; 4; 2
C#m13; ['9', 'x', '9', '9', '11', '11']; ['1', '0', '2', '3', '4', '4']; 3; 1; 2; 3; 2
C#m13; ['x', '4', '6', '4', '5', '6']; ['0', '1', '3', '1', '2', '4']; 2; 1; 2; 4; 1
C#m13; ['x', '4', '2', '4', '4', '6']; ['0', '2', '1', '3', '3', '4']; 2; 1; 4; 3; 1
C#mMaj9; ['x', '4', '2', '5', '4', 'x']; ['0', '2', '1', '4', '3', '0']; 2; 0; 3; 2; 3
C#mMaj9; ['9', '11', '10', '9', '9', '11']; ['1', '3', '2', '1', '1', '4']; 2; 1; 2; 5; 1
C#Maj9; ['x', '4', '3', '5', '4', 'x']; ['0', '2', '1', '4', '3', '0']; 2; 0; 2; 2; 3
C#Maj9; ['x', 'x', '11', '10', '13', '11']; ['0', '0', '2', '1', '4', '3']; 2; 0; 3; 1; 2
C#Maj9; ['x', '4', '1', '1', '1', '1']; ['0', '3', '1', '1', '1', '1']; 1; 1; 3; 5; 0
C#Maj9; ['9', '8', '10', '8', '9', '8']; ['2', '1', '4', '1', '3', '1']; 2; 1; 2; 2; 4
C#Maj9; ['9', 'x', '10', '8', '9', 'x']; ['2', '0', '4', '1', '3', '0']; 2; 0; 2; 2; 4
C#Maj13; ['x', '4', 'x', '5', '6', '6']; ['0', '1', '0', '2', '4', '4']; 1; 1; 2; 0; 2
C#Maj13; ['x', '4', 'x', '5', '6', '6']; ['0', '1', '0', '2', '3', '4']; 2; 0; 2; 2; 1
C#Maj13; ['9', '8', '8', '8', '9', '8']; ['2', '1', '1', '1', '3', '1']; 2; 1; 1; 2; 0
C#Maj13; ['9', 'x', '10', '10', '11', '11']; ['1', '0', '2', '3', '4', '4']; 2; 1; 2; 3; 2
C#+9; ['x', '4', '3', '4', '4', '5']; ['0', '2', '1', '3', '3', '4']; 2; 1; 2; 3; 1
C#+9; ['9', 'x', '9', '10', '10', '11']; ['1', '0', '2', '3', '3', '4']; 2; 1; 2; 3; 1
C#Maj7#11; ['x', '4', '5', '5', '6', '4']; ['0', '1', '2', '3', '4', '1']; 2; 1; 2; 3; 2
C#Maj7#11; ['9', 'x', '10', '10', '8', 'x']; ['2', '0', '3', '4', '1', '0']; 2; 0; 2; 4; 3
C#Maj7#11; ['x', 'x', '11', '12', '13', '13']; ['0', '0', '1', '2', '3', '3']; 1; 1; 2; 2; 0
C#Maj7#11; ['x', 'x', '11', '12', '13', '13']; ['0', '0', '1', '2', '3', '4']; 2; 0; 2; 2; 1
C#9b5; ['x', '4', '3', '4', '4', '3']; ['0', '2', '1', '3', '4', '1']; 3; 1; 1; 3; 2
C#9b5; ['9', '8', '9', '8', '8', 'x']; ['2', '1', '3', '1', '1', '0']; 2; 1; 1; 4; 0
C#7b9; ['x', '4', '3', '4', '3', 'x']; ['0', '2', '1', '3', '1', '0']; 2; 1; 1; 3; 0
C#7b9; ['x', '4', '3', '4', '3', 'x']; ['0', '3', '1', '4', '2', '0']; 2; 0; 1; 5; 3
C#7b9; ['9', '11', '9', '10', '9', '10']; ['1', '4', '1', '2', '1', '3']; 2; 1; 2; 1; 5
C#7b9; ['x', '4', '3', '4', '3', '4']; ['0', '2', '1', '3', '1', '4']; 3; 1; 1; 3; 1
C#7b9; ['x', 'x', '11', '10', '12', '10']; ['0', '0', '2', '1', '3', '1']; 1; 1; 2; 2; 0
C#7#9; ['x', '4', '3', '4', '5', 'x']; ['0', '2', '1', '3', '4', '0']; 2; 0; 2; 3; 2
C#7#9; ['9', '11', '9', '10', '9', '12']; ['1', '3', '1', '2', '1', '4']; 1; 1; 3; 5; 1
C#7#9; ['x', 'x', '11', '10', '12', '12']; ['0', '0', '2', '1', '3', '4']; 2; 0; 2; 2; 1
C#7b5#9; ['x', '4', '3', '4', '5', '3']; ['0', '2', '1', '3', '4', '1']; 2; 1; 2; 3; 2
C#7#11; ['9', '10', '9', '10', '9', '9']; ['1', '2', '1', '3', '1', '1']; 2; 1; 1; 3; 0
C#7b5; ['x', '4', '5', '4', '6', 'x']; ['0', '1', '2', '1', '4', '0']; 1; 1; 2; 0; 2
C#7b5; ['9', 'x', '9', '10', '8', 'x']; ['2', '0', '3', '4', '1', '0']; 2; 0; 2; 4; 3
C#7b5; ['x', 'x', '11', '12', '12', '13']; ['0', '0', '1', '2', '2', '3']; 1; 1; 2; 1; 0
C#7b5; ['x', 'x', '11', '12', '12', '13']; ['0', '0', '1', '2', '3', '4']; 2; 0; 2; 2; 1
C#7b5; ['x', '4', '5', '4', '6', '7']; ['0', '1', '2', '1', '3', '4']; 1; 1; 3; 2; 1
C#m9b5; ['9', '10', '9', '9', '12', '11']; ['1', '2', '1', '1', '4', '3']; 1; 1; 3; 1; 2
C#+7b9; ['x', '4', '3', '4', '3', '5']; ['0', '2', '1', '3', '1', '4']; 2; 1; 2; 3; 1
C#+7b9; ['9', 'x', '9', '10', '10', '10']; ['1', '0', '2', '3', '3', '3']; 2; 1; 1; 3; 0
C#+7#9; ['x', '4', '3', '4', '5', '5']; ['0', '2', '1', '3', '4', '4']; 2; 1; 2; 3; 2
C#+7#9; ['9', 'x', '9', '10', '10', '12']; ['1', '0', '2', '3', '3', '4']; 2; 1; 3; 3; 1
D#; ['x', '6', '8', '8', '8', '6']; ['0', '1', '3', '3', '3', '1']; 1; 2; 2; 4; 0
D#; ['x', '6', '8', '8', '8', '6']; ['0', '1', '2', '3', '4', '1']; 3; 1; 2; 3; 2
D#; ['x', '6', '5', '3', '4', '3']; ['0', None, None, None, None, None]; 1; 0; 3; 0; 0
D#; ['x', 'x', '1', '3', '4', '3']; ['0', '0', '1', '2', '4', '3']; 2; 0; 3; 1; 2
D#; ['11', '13', '13', '12', '11', '11']; ['1', '3', '4', '2', '1', '1']; 2; 1; 2; 5; 4
D#; ['11', '10', '8', '8', '8', '11']; ['3', '2', '1', '1', '1', '4']; 2; 1; 3; 6; 1
D#m; ['x', '6', '8', '8', '7', '6']; ['0', '1', '3', '4', '2', '1']; 2; 1; 2; 4; 3
D#m; ['x', 'x', '1', '3', '4', '2']; ['0', '0', '1', '3', '4', '2']; 1; 0; 3; 3; 2
D#m; ['11', '13', '13', '11', '11', '11']; ['1', '3', '4', '1', '1', '1']; 2; 1; 2; 5; 4
D#m; ['x', 'x', '13', '11', '11', '11']; ['0', '0', '3', '1', '1', '1']; 1; 1; 2; 4; 0
D#5; ['x', '6', '8', '8', 'x', 'x']; ['0', '1', '3', '4', '0', '0']; 2; 0; 2; 4; 3
D#5; ['x', '6', '8', '8', 'x', 'x']; ['0', '1', '2', '3', '0', '0']; 2; 0; 2; 3; 0
D#5; ['x', '6', '8', '8', 'x', 'x']; ['0', '1', '4', '4', '0', '0']; 1; 1; 2; 0; 4
D#5; ['x', '6', '8', '8', 'x', 'x']; ['0', '1', '3', '3', '0', '0']; 1; 1; 2; 4; 0
D#5; ['11', '13', '13', 'x', 'x', 'x']; ['1', '3', '4', '0', '0', '0']; 2; 0; 2; 5; 4
D#5; ['x', 'x', 'x', '8', '11', '11']; ['0', '0', '0', '1', '4', '4']; 1; 1; 3; 0; 2
D#5; ['x', 'x', '1', '3', '4', 'x']; ['0', '0', '1', '3', '4', '0']; 1; 0; 3; 3; 2
D#sus2; ['x', 'x', '1', '3', '4', '1']; ['0', '0', '1', '3', '4', '1']; 1; 1; 3; 3; 2
D#sus2; ['x', '6', '8', '8', '6', '6']; ['0', '1', '3', '4', '1', '1']; 2; 1; 2; 4; 3
D#sus2; ['x', '6', '8', '10', 'x', 'x']; ['0', '1', '3', '4', '0', '0']; 1; 0; 4; 4; 3
D#sus2; ['x', 'x', '13', '10', '11', '13']; ['0', '0', '3', '1', '2', '4']; 2; 0; 3; 4; 1
D#sus4; ['x', '6', '8', '8', '9', '6']; ['0', '1', '2', '3', '4', '1']; 2; 1; 3; 3; 2
D#sus4; ['x', '6', '6', '3', '4', 'x']; ['0', None, None, None, None, '0']; 1; 0; 3; 0; 0
D#sus4; ['x', '6', '8', '8', '9', '6']; ['0', None, None, None, None, None]; 1; 0; 3; 0; 0
D#sus4; ['11', '13', '13', '13', '11', '11']; ['1', '2', '3', '4', '1', '1']; 3; 1; 2; 4; 3
D#sus4; ['x', 'x', '1', '3', '4', '4']; ['0', '0', '1', '3', '4', '4']; 1; 1; 3; 3; 2
D#sus4; ['x', 'x', '13', '13', '11', '11']; ['0', '0', '3', '4', '1', '1']; 2; 1; 2; 4; 3
D#+; ['x', '6', '5', '4', '4', 'x']; ['0', '4', '3', '1', '2', '0']; 2; 0; 2; 4; 5
D#+; ['x', 'x', '13', '12', '12', '11']; ['0', '0', '4', '2', '3', '1']; 2; 0; 2; 2; 4
D#+; ['11', '10', '9', '8', 'x', 'x']; ['4', '3', '2', '1', '0', '0']; 1; 0; 3; 5; 6
D#+; ['11', '14', '13', '12', 'x', 'x']; ['1', '4', '3', '2', '0', '0']; 1; 0; 3; 4; 5
D#+; ['x', '6', 'x', '8', '8', '7']; ['0', '1', '0', '3', '4', '2']; 2; 0; 2; 3; 2
D#°; ['x', '6', '7', '8', '7', 'x']; ['0', '1', '2', '4', '3', '0']; 2; 0; 2; 2; 3
D#°; ['11', 'x', '13', '11', '10', 'x']; ['2', '0', '4', '3', '1', '0']; 2; 0; 3; 3; 4
D#°; ['11', '12', '13', '11', 'x', 'x']; ['1', '3', '4', '2', '0', '0']; 2; 0; 2; 5; 4
D#7; ['x', 'x', '1', '3', '2', '3']; ['0', '0', '1', '3', '2', '4']; 2; 0; 2; 3; 1
D#7; ['x', '6', '8', '6', '8', '6']; ['0', '1', '3', '1', '4', '1']; 2; 1; 2; 4; 2
D#7; ['11', 'x', '11', '12', '11', 'x']; ['1', '0', '2', '4', '3', '0']; 3; 0; 1; 2; 3
D#7; ['x', '6', '5', '6', '4', 'x']; ['0', '3', '2', '4', '1', '0']; 2; 0; 2; 5; 3
D#7; ['11', '13', '11', '12', '11', '11']; ['1', '3', '1', '2', '1', '1']; 1; 1; 2; 5; 0
D#7sus4; ['x', '6', '6', '6', '4', '4']; ['0', '2', '3', '4', '1', '1']; 3; 1; 2; 4; 3
